ОО,ИИТА,28-Машиновед,1-МГ-7,4,Методы принятия производственно-технологических решений в машиностроении,17,Пр,17,Лавров А.С.,Среда,числ,15:20-16:45,Дистанционное обучение,ДО
ОО,ИИТА,28-Машиновед,1-МГ-7,4,PLM-технологии в проектировании машиностроительных изделий,17,Пр,17,Анашкина Е.В.,Четверг,числ,11:40-13:05,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,28-Машиновед,1-МГ-7,4,PLM-технологии в проектировании машиностроительных изделий,17,Лек,17,Анашкина Е.В.,Четверг,знам,11:40-13:05,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,29-Менеджм,1-МГ-7,4,Управление проектами,17,Лек,34,Лашкова И.А.,Четверг,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 361
ОО,ИИТА,29-Менеджм,1-МГ-7,4,Управление проектами,17,Пр,17,Лашкова И.А.,Четверг,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 361
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Технологические процессы производства текстильной и легкой промышленности,17,Лек,17,Рокотов Н.В.,Пятница,числ,13:45-15:10,"пр. Вознесенский, д. 46",В 290
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Технологические процессы производства текстильной и легкой промышленности,17,Пр,17,Рокотов Н.В.,Пятница,числ,15:20-16:45,"пр. Вознесенский, д. 46",В 290
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Математическое моделирование,17,Лек,17,Марковец А.В.,Пятница,знам,15:20-16:45,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,28-Машиновед,1-МГ-7,4,Математическое моделирование,17,Пр,17,Марковец А.В.,Пятница,знам,16:55-18:20,"пр. Вознесенский, д. 46",В 265
ОО,ИИТА,34-ОбщНаук,1-МГ-7,4,Мировые культуры и межкультурные коммуникации,17,Лек,17,Тихонова В.Б.,Суббота,числ,11:40-13:05,Дистанционное обучение,ДО
ОО,ИИТА,34-ОбщНаук,1-МГ-7,4,Мировые культуры и межкультурные коммуникации,17,Пр,17,Тихонова В.Б.,Суббота,числ,13:45-15:10,Дистанционное обучение,ДО
ОО,ИИТА,53-ФизВоспит,1-МД-10,19,Практикум по физической культуре и спорту,17,Пр,34,,Понедельник,числ/знам,11:40-13:05,"ул. Большая Морская, д. 18",Спорт зал
ОО,ИИТА,19-ИнЯз,1-МД-10,19,Иностранный язык,17,Пр,34,,Понедельник,числ/знам,13:45-15:10,"ул. Большая Морская, д. 18",412
ОО,ИИТА,19-ИнЯз,1-МД-10,19,Иностранный язык,17,Пр,17,,Понедельник,знам,15:20-16:45,"ул. Большая Морская, д. 18",412
ОО,ИИТА,34-ОбщНаук,1-МД-10,19,Философия,17,Пр,34,,Вторник,числ/знам,10:05-11:30,"пр. Вознесенский, д. 46",В 443
ОО,ИИТА,52-Физика,1-МД-10,19,Физика,17,Лек,34,Каблукова Н.С.,Вторник,числ/знам,13:45-15:10,"ул. Большая Морская, д. 18",333
ОО,ИИТА,52-Физика,1-МД-10,19,Физика,17,Лаб,17,,Вторник,числ,15:20-16:45,"ул. Большая Морская, д. 18",522
ОО,ИИТА,52-Физика,1-МД-10,19,Физика,17,Пр,17,,Вторник,знам,15:20-16:45,"ул. Большая Морская, д. 18",332
ОО,ИИТА,28-Машиновед,1-МД-10,19,Теоретическая механика,17,Лек,17,Усов А.Г.,Среда,знам,10:05-11:30,"пр. Вознесенский, д. 46",В 381
ОО,ИИТА,28-Машиновед,1-МД-10,19,Теоретическая механика,17,Лаб,34,Усов А.Г.,Среда,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 290
ОО,ИИТА,1-АПП,1-МД-10,,Учебная практика (ознакомительная практика),17,Пр,34,Чернина А.М.,Среда,числ/знам,13:45-15:10,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,26-Матем,1-МД-10,19,Математика,17,Пр,34,,Среда,числ/знам,15:20-16:45,"пр. Вознесенский, д. 46",В 338
ОО,ИИТА,26-Матем,1-МД-10,19,Математика,17,Лек,34,Попова Е.В.,Четверг,числ/знам,10:05-11:30,"пр. Вознесенский, д. 46",В 338
ОО,ИИТА,34-ОбщНаук,1-МД-10,19,Философия,17,Лек,34,,Четверг,числ/знам,11:40-13:05,"пр. Вознесенский, д. 46",В 403
ОО,ИИТА,1-АПП,1-МД-10,19,Информационные технологии 1 подгруппа,17,Пр,17,Кикин А.Б.,Четверг,числ,13:45-15:10,"пр. Вознесенский, д. 46",В 286
ОО,ИИТА,1-АПП,1-МД-10,19,Компьютерная графика систем автоматизации 2 подгруппа,17,Пр,17,Кузнецова Е.А.,Четверг,числ,13:45-15:10,"пр. Вознесенский, д. 46",В 281
